year,month,day,dia juliano,hour,FCS,VFS,EVC,grad_temp,altura de mistura impulsionada por conveccao,boundary,obukhov,Comp_de rugosidade da superficie,Bowen,Albedo,Vel. Vento,direcao do vento,altura do anenometro,temperatura de medicao,Alt. Medicao,codigo precip,quantidade de preciptacao,umidade relativa,patm,cco,ajuste de vel do vento,cobertura de nuvens
23,2,16,47,18,41.1,0.266,-9,-9,-999,345,-41.5,0.8369,0.44,0.23,1.5,299,14,300.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,2,16,47,19,-999,-9,-9,-9,-999,-999,-99999,0.8851,0.44,0.46,1,92,14,301.1,2,0,0,70,1010,99,NAD-SFC,NoSubs
23,2,16,47,20,-999,-9,-9,-9,-999,-999,-99999,1,0.44,1,4.1,144,14,300.1,2,0,0,79,1010,99,NAD-SFC,NoSubs
23,2,16,47,21,-999,-9,-9,-9,-999,-999,-99999,0.8851,0.44,1,3.6,124,14,298.1,2,0,0,89,1010,99,NAD-SFC,NoSubs
23,2,16,47,22,-999,-9,-9,-9,-999,-999,-99999,0.8851,0.44,1,2.6,109,14,297.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,2,16,47,23,-999,-9,-9,-9,-999,-999,-99999,0.8851,0.44,1,3.1,121,14,296.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,2,16,47,24,-7.6,0.114,-9,-9,-999,92,17.4,1,0.44,1,1.5,144,14,297.1,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,2,17,48,1,-33.5,0.383,-9,-9,-999,568,150.7,0.8711,0.44,1,3.1,16,14,298.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,2,17,48,2,-38.7,0.365,-9,-9,-999,530,113.2,0.8711,0.44,1,3.1,2,14,298.1,2,0,0,89,1010,1,NAD-SFC,NoSubs
23,2,17,48,3,-23.8,0.272,-9,-9,-999,346,76.3,0.7678,0.44,1,2.6,351,14,298.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,17,48,4,-35.5,0.349,-9,-9,-999,495,107.7,0.7678,0.44,1,3.1,324,14,298.1,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,2,17,48,5,-45.6,0.43,-9,-9,-999,676,156.9,0.7678,0.44,1,3.6,331,14,298.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,2,17,48,6,-64,0.615,-9,-9,-999,1158,327.7,0.8711,0.44,1,4.6,7,14,299.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,2,17,48,7,-33.4,0.452,-9,-9,-999,756,249.9,0.7678,0.44,0.52,3.6,355,14,298.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,2,17,48,8,34.6,0.863,0.562,0.005,184,1925,-1672.5,0.7678,0.44,0.24,6.2,331,14,299.1,2,0,0,89,1010,1,NAD-SFC,NoSubs
23,2,17,48,9,82.1,0.73,1.033,0.005,484,1524,-425.8,0.7678,0.44,0.17,5.1,338,14,298.1,2,0,0,94,1010,1,NAD-SFC,Sub_CC
23,2,17,48,10,122.7,0.74,1.377,0.005,768,1527,-297.3,0.7678,0.44,0.15,5.1,341,14,299.1,2,0,0,84,1010,1,NAD-SFC,Sub_CC
23,2,17,48,11,152.8,0.888,1.557,0.005,890,2001,-412.5,0.7678,0.44,0.15,6.2,335,14,299.1,2,0,0,84,1010,1,NAD-SFC,NoSubs
23,2,17,48,12,171.9,0.827,1.689,0.005,1012,1815,-296.3,0.7678,0.44,0.15,5.7,334,14,300.1,2,0,0,79,1010,1,NAD-SFC,NoSubs
23,2,17,48,13,-999,-9,-9,-9,1012,-999,-99999,0.7678,0.44,0.15,4.1,318,14,300.1,2,0,0,84,1010,99,NAD-SFC,NoSubs
23,2,17,48,14,-999,-9,-9,-9,1013,-999,-99999,0.7678,0.44,0.15,7.2,354,14,301.1,2,0,0,74,1010,99,NAD-SFC,NoSubs
23,2,17,48,15,-999,-9,-9,-9,1013,-999,-99999,0.7678,0.44,0.15,4.6,354,14,301.1,2,0,0,79,1010,99,NAD-SFC,NoSubs
23,2,17,48,16,127.9,0.51,1.57,0.01,1092,874,-93.3,0.8711,0.44,0.15,3.1,32,14,302.1,2,0,0,70,1010,1,NAD-SFC,NoSubs
23,2,17,48,17,82,1.105,1.362,0.005,1111,2789,-1482.6,1,0.44,0.17,7.2,149,14,301.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,2,17,48,18,41,0.775,1.085,0.005,1121,1792,-1020.1,0.9586,0.44,0.23,5.1,269,14,301.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,2,17,48,19,-2.4,0.755,-9,-9,-999,1586,8888,0.9443,0.44,0.47,5.1,184,14,299.6,2,0,0,86,1010,6,NAD-SFC,NoSubs
23,2,17,48,20,-64,0.917,-9,-9,-999,2101,1086.3,1,0.44,1,6.2,178,14,297.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,17,48,21,-64,0.637,-9,-9,-999,1319,363.6,0.9443,0.44,1,4.6,190,14,297.1,2,0,0,89,1010,3,NAD-SFC,NoSubs
23,2,17,48,22,-50.7,0.576,-9,-9,-999,1062,339.9,1,0.44,1,4.1,172,14,296.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,2,17,48,23,-64,0.837,-9,-9,-999,1835,825.3,1,0.44,1,5.7,153,14,296.1,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,2,17,48,24,-64,0.917,-9,-9,-999,2101,1086.3,1,0.44,1,6.2,156,14,296.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,2,18,49,1,-42.5,0.481,-9,-9,-999,1051,236,0.9443,0.44,1,3.6,193,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,18,49,2,-56.6,0.643,-9,-9,-999,1235,422.9,0.9443,0.44,1,4.6,203,14,296.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,18,49,3,-49.6,0.563,-9,-9,-999,1023,324.5,0.9443,0.44,1,4.1,193,14,296.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,18,49,4,-63.5,0.721,-9,-9,-999,1468,532.4,0.9443,0.44,1,5.1,184,14,296.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,2,18,49,5,-64,0.917,-9,-9,-999,2102,1086.3,1,0.44,1,6.2,177,14,295.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,2,18,49,6,-50.9,0.576,-9,-9,-999,1196,338.6,1,0.44,1,4.1,170,14,295.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,2,18,49,7,-38.2,0.753,-9,-9,-999,1565,1008,1,0.44,0.52,5.1,160,14,295.1,2,0,0,69,1010,6,NAD-SFC,NoSubs
23,2,18,49,8,33.1,0.711,0.688,0.005,353,1442,-975.3,1,0.44,0.24,4.6,154,14,294.1,2,0,0,73,1010,6,NAD-SFC,NoSubs
23,2,18,49,9,74.7,0.653,1.068,0.005,587,1274,-336,1,0.44,0.17,4.1,158,14,294.1,2,0,0,69,1010,6,NAD-SFC,NoSubs
23,2,18,49,10,109.7,0.805,1.288,0.005,703,1728,-428.3,1,0.44,0.15,5.1,168,14,294.1,2,0,0,64,1010,6,NAD-SFC,NoSubs
23,2,18,49,11,135.9,0.896,1.441,0.005,794,2029,-477.1,1,0.44,0.15,5.7,179,14,294.1,2,0,0,64,1010,6,NAD-SFC,NoSubs
23,2,18,49,12,152.1,0.971,1.546,0.005,877,2287,-541.6,1,0.44,0.15,6.2,177,14,294.1,2,0,0,56,1010,6,NAD-SFC,NoSubs
23,2,18,49,13,176.6,1.265,1.677,0.005,964,3395,-1033.4,1,0.44,0.15,8.2,176,14,295.1,2,0,0,53,1010,3,NAD-SFC,NoSubs
23,2,18,49,14,171.7,1.265,1.705,0.005,1042,3413,-1061,1,0.44,0.15,8.2,177,14,295.1,2,0,0,53,1010,3,NAD-SFC,Sub_CC
23,2,18,49,15,155,1.337,1.683,0.005,1109,3691,-1387.6,1,0.44,0.15,8.7,161,14,296.1,2,0,0,50,1010,3,NAD-SFC,NoSubs
23,2,18,49,16,113.4,1.332,1.536,0.005,1153,3690,-1877.5,1,0.44,0.15,8.7,146,14,295.1,2,0,0,50,1010,6,NAD-SFC,NoSubs
23,2,18,49,17,79.4,1.254,1.376,0.005,1184,3396,-2234.9,1,0.44,0.17,8.2,149,14,295.1,2,0,0,50,1010,6,NAD-SFC,NoSubs
23,2,18,49,18,41,1.565,1.109,0.006,1201,3978,-8424.5,1,0.44,0.23,10.3,153,14,296.1,2,0,0,50,1010,3,NAD-SFC,NoSubs
23,2,18,49,19,-64,1.4,-9,-9,-999,3976,3861.2,1,0.44,0.47,9.3,160,14,296.1,2,0,0,47,1010,1,NAD-SFC,NoSubs
23,2,18,49,20,-64,1.477,-9,-9,-999,3998,4531.7,1,0.44,1,9.8,164,14,295.1,2,0,0,53,1010,1,NAD-SFC,NoSubs
23,2,18,49,21,-64,1.4,-9,-9,-999,3977,3861.2,1,0.44,1,9.3,158,14,294.1,2,0,0,56,1010,3,NAD-SFC,NoSubs
23,2,18,49,22,-64,1.075,-9,-9,-999,2861,1748.1,1,0.44,1,7.2,153,14,294.1,2,0,0,56,1010,1,NAD-SFC,NoSubs
23,2,18,49,23,-64,0.897,-9,-9,-999,2124,1015,0.9443,0.44,1,6.2,182,14,293.1,2,0,0,60,1010,1,NAD-SFC,NoSubs
23,2,18,49,24,-64,0.897,-9,-9,-999,2042,1015,0.9443,0.44,1,6.2,195,14,292.1,2,0,0,64,1010,1,NAD-SFC,Sub_CC
23,2,19,50,1,-999,-9,-9,-9,-999,-999,-99999,0.9443,0.44,1,5.1,199,14,292.1,2,0,0,60,1010,99,NAD-SFC,NoSubs
23,2,19,50,2,-999,-9,-9,-9,-999,-999,-99999,0.9443,0.44,1,5.1,209,14,292.1,2,0,0,64,1010,99,NAD-SFC,NoSubs
23,2,19,50,3,-999,-9,-9,-9,-999,-999,-99999,0.9443,0.44,1,4.1,208,14,292.1,2,0,0,64,1010,99,NAD-SFC,NoSubs
23,2,19,50,4,-999,-9,-9,-9,-999,-999,-99999,0.9443,0.44,1,4.1,206,14,292.1,2,0,0,64,1010,99,NAD-SFC,NoSubs
23,2,19,50,5,-999,-9,-9,-9,-999,-999,-99999,0.9443,0.44,1,3.6,209,14,291.1,2,0,0,73,1010,99,NAD-SFC,NoSubs
23,2,19,50,6,-999,-9,-9,-9,-999,-999,-99999,0.9443,0.44,1,3.6,208,14,292.1,2,0,0,64,1010,99,NAD-SFC,NoSubs
23,2,19,50,7,-999,-9,-9,-9,-999,-999,-99999,0.9443,0.44,0.53,4.1,210,14,293.1,2,0,0,60,1010,99,NAD-SFC,NoSubs
23,2,19,50,8,-999,-9,-9,-9,-999,-999,-99999,0.9443,0.44,0.25,4.6,207,14,293.1,2,0,0,60,1010,99,NAD-SFC,NoSubs
23,2,19,50,9,-999,-9,-9,-9,-999,-999,-99999,0.9443,0.44,0.17,4.6,204,14,293.1,2,0,0,60,1010,99,NAD-SFC,NoSubs
23,2,19,50,10,121.8,0.876,-9,-9,-999,1966,-496.3,0.9443,0.44,0.15,5.7,201,14,295.1,2,0,0,64,1010,3,NAD-SFC,NoSubs
23,2,19,50,11,151.8,-9,-9,-9,-999,-999,-99999,0.862,0.44,0.15,999,999,-9,295.6,2,0,0,999,921,3,NAD,Sub_CC-TT
23,2,19,50,12,170.4,0.85,-9,-9,-999,1881,-324.5,0.8369,0.44,0.15,5.7,303,14,296.1,2,0,0,57,1010,3,NAD-SFC,NoSubs
23,2,19,50,13,176.9,0.886,-9,-9,-999,1998,-354.3,0.9443,0.44,0.15,5.7,202,14,297.1,2,0,0,57,1010,3,NAD-SFC,NoSubs
23,2,19,50,14,154.3,0.971,-9,-9,-999,2289,-535,1,0.44,0.15,6.2,172,14,298.1,2,0,0,47,1010,6,NAD-SFC,NoSubs
23,2,19,50,15,155.7,1.044,-9,-9,-999,2548,-657.4,1,0.44,0.15,6.7,177,14,299.1,2,0,0,48,1010,3,NAD-SFC,NoSubs
23,2,19,50,16,114,1.037,-9,-9,-999,2535,-880.4,1,0.44,0.15,6.7,177,14,298.1,2,0,0,54,1010,6,NAD-SFC,NoSubs
23,2,19,50,17,80,1.082,-9,-9,-999,2694,-1426.8,0.9443,0.44,0.17,7.2,184,14,298.1,2,0,0,54,1010,6,NAD-SFC,NoSubs
23,2,19,50,18,38.8,0.875,-9,-9,-999,2033,-1550.8,1,0.44,0.23,5.7,167,14,298.1,2,0,0,54,1010,6,NAD-SFC,NoSubs
23,2,19,50,19,-16.9,0.839,-9,-9,-999,1853,3144.5,0.9443,0.44,0.48,5.7,192,14,297.1,2,0,0,57,1010,6,NAD-SFC,NoSubs
23,2,19,50,20,-56.4,0.643,-9,-9,-999,1288,424.5,0.9443,0.44,1,4.6,190,14,297.1,2,0,0,61,1010,6,NAD-SFC,NoSubs
23,2,19,50,21,-64,0.837,-9,-9,-999,1833,825.3,1,0.44,1,5.7,158,14,297.1,2,0,0,61,1010,6,NAD-SFC,NoSubs
23,2,19,50,22,-64,0.738,-9,-9,-999,1540,566.6,1,0.44,1,5.1,169,14,296.1,2,0,0,69,1010,6,NAD-SFC,NoSubs
23,2,19,50,23,-49.7,0.563,-9,-9,-999,1052,323.2,0.9443,0.44,1,4.1,187,14,295.1,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,2,19,50,24,-13.9,0.159,-9,-9,-999,455,26.1,1,0.44,1,2.1,158,14,294.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,20,51,1,-57.1,0.642,-9,-9,-999,1236,418,0.9443,0.44,1,4.6,198,14,293.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,20,51,2,-42.6,0.481,-9,-9,-999,827,235,0.9443,0.44,1,3.6,193,14,294.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,2,20,51,3,-13,0.152,-9,-9,-999,324,24.4,0.8851,0.44,1,2.1,124,14,294.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,20,51,4,-6.6,0.109,-9,-9,-999,107,17.4,0.8851,0.44,1,1.5,91,14,294.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,20,51,5,-64,1.153,-9,-9,-999,2971,2156.4,1,0.44,1,7.7,178,14,295.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,2,20,51,6,-27.4,0.31,-9,-9,-999,1620,98.1,1,0.44,1,2.6,163,14,295.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,2,20,51,7,-36.3,0.658,-9,-9,-999,1300,707.4,0.9443,0.44,0.53,4.6,182,14,295.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,2,20,51,8,32.3,0.928,0.823,0.008,621,2139,-2225.6,0.9443,0.44,0.25,6.2,205,14,294.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,20,51,9,73.9,0.78,1.136,0.01,715,1688,-577.9,0.9443,0.44,0.17,5.1,202,14,293.6,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,51,10,109,0.517,1.361,0.006,835,979,-113.9,0.9443,0.44,0.15,3.1,207,14,294.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,51,11,135,0.315,1.524,0.006,946,479,-20.8,0.9586,0.44,0.15,1.5,253,14,293.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,51,12,151.5,0.53,1.644,0.006,1058,925,-88.3,0.9443,0.44,0.15,3.1,202,14,294.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,51,13,157.2,0.467,1.718,0.006,1164,771,-58.4,0.9586,0.44,0.15,2.6,268,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,51,14,153.3,0.53,1.749,0.006,1259,925,-87.5,0.9443,0.44,0.15,3.1,180,14,296.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,20,51,15,138.2,0.307,1.724,0.006,1338,455,-18.8,0.8711,0.44,0.15,1.5,24,14,296.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,51,16,112.9,0.721,1.636,0.007,1400,1468,-298.5,0.9443,0.44,0.15,4.6,186,14,296.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,20,51,17,78.6,0.509,1.464,0.007,1440,920,-150.6,0.9586,0.44,0.17,3.1,238,14,295.6,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,51,18,37.3,0.353,1.147,0.007,1458,529,-105.9,0.9443,0.44,0.23,2.1,207,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,51,19,-1.8,0.075,-9,-9,-999,223,21.3,0.9586,0.44,0.48,1,255,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,51,20,-2.9,0.071,-9,-9,-999,63,11.3,0.8369,0.44,1,1,281,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,51,21,-0.7,0.034,-9,-9,-999,16,5.4,0.7678,0.44,1,0.5,345,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,51,22,-2.7,0.069,-9,-9,-999,43,10.8,0.7678,0.44,1,1,316,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,51,23,-6.1,0.103,-9,-9,-999,80,16.2,0.7678,0.44,1,1.5,326,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,20,51,24,-12.6,0.149,-9,-9,-999,138,23.7,0.8369,0.44,1,2.1,280,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,52,1,-6.4,0.106,-9,-9,-999,84,17,0.8369,0.44,1,1.5,280,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,52,2,-2.9,0.071,-9,-9,-999,45,11.3,0.8369,0.44,1,1,304,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,52,3,-2.9,0.072,-9,-9,-999,46,11.5,0.8711,0.44,1,1,8,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,52,4,-13.5,0.157,-9,-9,-999,149,25.6,0.9586,0.44,1,2.1,238,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,52,5,-0.7,0.036,-9,-9,-999,40,5.8,0.8711,0.44,1,0.5,24,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,52,6,-3.1,0.076,-9,-9,-999,50,12.5,1,0.44,1,1,148,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,52,7,-2.4,0.072,-9,-9,-999,47,14.5,0.8851,0.44,0.54,1,94,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,52,8,31.9,0.134,0.532,0.008,170,117,-6.7,1,0.44,0.25,0.5,176,14,294.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,52,9,73.6,0.224,0.835,0.007,285,255,-13.8,0.9443,0.44,0.17,1,224,14,294.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,52,10,108.7,0.311,1.068,0.005,404,416,-24.9,1,0.44,0.15,1.5,156,14,294.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,52,11,135.3,0.442,1.319,0.005,611,706,-57.7,0.8369,0.44,0.15,2.6,272,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,52,12,151.5,0.318,1.489,0.005,785,442,-19.2,0.9586,0.44,0.15,1.5,254,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,52,13,156.9,0.318,1.661,0.005,1054,431,-18.5,0.9443,0.44,0.15,1.5,211,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,21,52,14,152.9,0.519,1.75,0.007,1265,898,-82.5,0.8851,0.44,0.15,3.1,113,14,296.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,2,21,52,15,154.5,0.52,1.826,0.009,1422,900,-81.9,0.8851,0.44,0.15,3.1,108,14,298.1,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,2,21,52,16,126.1,0.444,1.72,0.009,1455,715,-62.4,0.862,0.44,0.15,2.6,999,14,299.1,2,0,0,79,1010,3,NAD-SFC,NoSubs
23,2,21,52,17,79.4,0.585,1.481,0.008,1475,1073,-227.2,1,0.44,0.17,3.6,138,14,299.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,2,21,52,18,37.8,0.786,1.159,0.007,1484,1668,-1155.7,1,0.44,0.24,5.1,151,14,298.1,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,2,21,52,19,-21.6,0.855,-9,-9,-999,1893,2613.1,1,0.44,0.49,5.7,152,14,298.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,2,21,52,20,-64,0.875,-9,-9,-999,1961,941.5,0.8851,0.44,1,6.2,134,14,297.1,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,2,21,52,21,-64,0.738,-9,-9,-999,1552,566.6,1,0.44,1,5.1,149,14,297.1,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,2,21,52,22,-35.6,0.406,-9,-9,-999,763,169.4,1,0.44,1,3.1,163,14,297.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,2,21,52,23,-63.3,0.722,-9,-9,-999,1470,534.4,0.9443,0.44,1,5.1,182,14,297.1,2,0,0,78,1010,6,NAD-SFC,NoSubs
23,2,21,52,24,-63.3,0.722,-9,-9,-999,1471,534.4,0.9443,0.44,1,5.1,186,14,297.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,2,22,53,1,-49.6,0.563,-9,-9,-999,1043,324.5,0.9443,0.44,1,4.1,196,14,296.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,2,22,53,2,-50,0.468,-9,-9,-999,780,184.9,0.9443,0.44,1,3.6,200,14,296.1,2,0,0,78,1010,1,NAD-SFC,NoSubs
23,2,22,53,3,-40.4,0.379,-9,-9,-999,566,120.8,0.9443,0.44,1,3.1,200,14,296.1,2,0,0,78,1010,1,NAD-SFC,NoSubs
23,2,22,53,4,-40.4,0.379,-9,-9,-999,559,120.8,0.9443,0.44,1,3.1,206,14,296.1,2,0,0,78,1010,1,NAD-SFC,Sub_CC
23,2,22,53,5,-29.5,0.275,-9,-9,-999,352,63.5,0.9586,0.44,1,2.6,264,14,295.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,2,22,53,6,-13.9,0.149,-9,-9,-999,148,21.5,0.8369,0.44,1,2.1,300,14,294.1,2,0,0,100,1010,1,NAD-SFC,Sub_CC
23,2,22,53,7,-6.3,0.106,-9,-9,-999,84,17.2,0.8369,0.44,0.54,1.5,285,14,294.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,2,22,53,8,30.2,0.197,0.624,0.005,289,210,-22.8,0.862,0.44,0.25,1,999,14,293.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,2,22,53,9,78.4,0.424,1.066,0.005,556,662,-87.4,0.8369,0.44,0.17,2.6,294,14,293.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,2,22,53,10,-999,-9,-9,-9,557,-999,-99999,0.862,0.44,0.15,0,0,14,294.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,2,22,53,11,-999,-9,-9,-9,559,-999,-99999,0.9586,0.44,0.15,2.6,264,14,296.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,2,22,53,12,-999,-9,-9,-9,561,-999,-99999,0.9586,0.44,0.15,2.1,246,14,298.1,2,0,0,74,1010,99,NAD-SFC,NoSubs
23,2,22,53,13,-999,-9,-9,-9,562,-999,-99999,0.9443,0.44,0.15,3.1,189,14,299.1,2,0,0,70,1010,99,NAD-SFC,NoSubs
23,2,22,53,14,171.4,0.786,1.627,0.005,906,1671,-254.7,0.8851,0.44,0.15,5.1,124,14,300.1,2,0,0,70,1010,1,NAD-SFC,NoSubs
23,2,22,53,15,154.8,0.716,1.692,0.006,1129,1463,-213.1,0.8851,0.44,0.15,4.6,124,14,300.1,2,0,0,66,1010,3,NAD-SFC,NoSubs
23,2,22,53,16,113.6,0.923,1.586,0.005,1267,2122,-624.1,0.8851,0.44,0.15,6.2,122,14,300.1,2,0,0,66,1010,6,NAD-SFC,NoSubs
23,2,22,53,17,78.9,0.764,1.436,0.005,1353,1641,-508.8,0.8851,0.44,0.17,5.1,133,14,299.1,2,0,0,70,1010,6,NAD-SFC,NoSubs
23,2,22,53,18,37.6,0.682,1.125,0.008,1365,1366,-759.5,0.8851,0.44,0.24,4.6,131,14,299.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,2,22,53,19,-19.2,0.729,-9,-9,-999,1490,1813.2,0.8851,0.44,0.49,5.1,128,14,299.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,2,22,53,20,-40.4,0.557,-9,-9,-999,1032,385.8,0.8851,0.44,1,4.1,126,14,298.1,2,0,0,78,1010,8,NAD-SFC,NoSubs
23,2,22,53,21,-30.4,0.419,-9,-9,-999,671,217.9,1,0.44,1,3.1,146,14,298.1,2,0,0,83,1010,8,NAD-SFC,NoSubs
23,2,22,53,22,-27.3,0.311,-9,-9,-999,425,99.3,1,0.44,1,2.6,169,14,297.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,2,22,53,23,-6.9,0.112,-9,-9,-999,140,18.3,0.9586,0.44,1,1.5,225,14,296.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,22,53,24,-999,-9,-9,-9,-999,-999,-99999,0.862,0.44,1,0,0,14,297.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,23,54,1,-3,0.074,-9,-9,-999,48,12.1,0.9443,0.44,1,1,206,14,296.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,23,54,2,-3.1,0.075,-9,-9,-999,49,12.2,0.9586,0.44,1,1,238,14,296.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,23,54,3,-6.9,0.111,-9,-9,-999,89,18.1,0.9443,0.44,1,1.5,220,14,295.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,23,54,4,-999,-9,-9,-9,-999,-999,-99999,0.862,0.44,1,0,0,14,296.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,2,23,54,5,-2.7,0.069,-9,-9,-999,43,10.8,0.7678,0.44,1,1,351,14,296.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,23,54,6,-12.6,0.149,-9,-9,-999,138,23.7,0.8369,0.44,1,2.1,303,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,23,54,7,-2.6,0.075,-9,-9,-999,51,14.6,0.9586,0.44,0.55,1,265,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,23,54,8,31.4,0.26,0.628,0.005,283,317,-50.2,0.8369,0.44,0.25,1.5,271,14,295.1,2,0,0,100,1010,6,NAD-SFC,Sub_CC
23,2,23,54,9,73.2,0.217,1.069,0.005,602,242,-12.5,0.8369,0.44,0.17,1,272,14,295.1,2,0,0,100,1010,6,NAD-SFC,Sub_CC
23,2,23,54,10,108.3,0.372,1.343,0.005,806,544,-42.6,0.8369,0.44,0.15,2.1,271,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,23,54,11,135,0.38,1.509,0.005,918,561,-36.5,0.8369,0.44,0.15,2.1,309,14,296.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,23,54,12,151.6,0.447,1.647,0.005,1064,716,-53,0.8369,0.44,0.15,2.6,286,14,297.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
