ANO,Mes,Dia,Dia Juliano,Hora,Calor sensível,velo_atrito,velo_convectiva,Gradiente temp,Altura mistura convecção,Altura mistura mec ,Monin-Obukhov,Comp_rug_sup,razão de Bowen,Albedo ,Velo_vento,Dir_vento,Alt_anemômetro,Temperatura,Alt_medição,cod_prec,Quant_prec,humidade relativa,pressao,cobertura de nuvens,ajuste,interpolacao
23,2,24  5,5,24,-11.5,0.123,-9,-9,-999,153,14.6,0.2055,0.39,1,2.6,337,14,298.1,2,0,0,94,1010,1,NAD-SFC,Sub_CC
23,2,25  5,6,1,-24.9,0.285,-9,-9,-999,364,83.4,0.2055,0.39,1,3.6,344,14,298.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,25  5,6,2,-19.3,0.221,-9,-9,-999,251,50.2,0.2055,0.39,1,3.1,345,14,298.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,25  5,6,3,-29.9,0.341,-9,-9,-999,478,119.5,0.2055,0.39,1,4.1,338,14,297.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,2,25  5,6,4,-3.8,0.071,-9,-9,-999,194,8.6,0.2055,0.39,1,1.5,337,14,297.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,2,25  5,6,5,-20.4,0.199,-9,-9,-999,214,35,0.2055,0.39,1,3.1,355,14,297.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,2,25  5,6,6,-28.5,0.268,-9,-9,-999,333,60.7,0.2055,0.39,1,3.6,343,14,297.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,2,25  5,6,7,-9.7,0.126,-9,-9,-999,122,18.3,0.4933,0.39,0.56,2.1,132,14,297.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,2,25  5,6,8,27.1,0.289,0.568,0.005,242,373,-80.1,0.2549,0.39,0.26,2.6,3,14,297.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,2,25  5,6,9,71.1,0.339,0.971,0.006,465,473,-49.2,0.2055,0.39,0.17,3.1,332,14,297.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,2,25  5,6,10,108.3,0.234,1.266,0.007,676,277,-10.7,0.3412,0.39,0.15,1.5,296,14,298.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,2,25  5,6,11,136.2,0.528,1.472,0.006,844,922,-97.5,0.2055,0.39,0.15,5.1,353,14,299.1,2,0,0,84,1010,1,NAD-SFC,NoSubs
23,2,25  5,6,12,153.6,0.446,1.568,0.006,905,721,-51.9,0.2055,0.39,0.15,4.1,346,14,300.1,2,0,0,79,1010,1,NAD-SFC,NoSubs
23,2,25  5,6,13,160.1,0.585,1.624,0.005,965,1074,-112.9,0.2055,0.39,0.15,5.7,346,14,302.1,2,0,0,70,1010,1,NAD-SFC,NoSubs
23,2,25  5,6,14,155.9,0.532,1.651,0.005,1042,936,-87.1,0.2055,0.39,0.15,5.1,360,14,303.1,2,0,0,62,1010,1,NAD-SFC,NoSubs
23,2,25  5,6,15,-999,-9,-9,-9,1045,-999,-99999,0.2549,0.39,0.15,5.1,5,14,304.1,2,0,0,59,1010,99,NAD-SFC,NoSubs
23,2,25  5,6,16,-999,-9,-9,-9,1047,-999,-99999,0.2055,0.39,0.15,5.1,351,14,305.1,2,0,0,59,1010,99,NAD-SFC,NoSubs
23,2,25  5,6,17,-999,-9,-9,-9,1049,-999,-99999,0.2055,0.39,0.17,5.1,348,14,306.1,2,0,0,56,1010,99,NAD-SFC,NoSubs
23,2,25  5,6,18,34.7,0.68,1.013,0.005,1077,1344,-813.7,0.2549,0.39,0.24,6.7,11,14,305.1,2,0,0,59,1010,1,NAD-SFC,NoSubs
23,2,25  5,6,19,-36.3,0.599,-9,-9,-999,1123,534.1,0.2549,0.39,0.51,6.2,8,14,305.1,2,0,0,59,1010,1,NAD-SFC,NoSubs
23,2,25  5,6,20,-11.4,0.123,-9,-9,-999,567,14.8,0.2055,0.39,1,2.6,347,14,304.1,2,0,0,62,1010,1,NAD-SFC,NoSubs
23,2,25  5,6,21,-9,0.113,-9,-9,-999,204,14.4,0.3412,0.39,1,2.1,280,14,303.1,2,0,0,70,1010,1,NAD-SFC,NoSubs
23,2,25  5,6,22,-46,0.436,-9,-9,-999,692,162.8,0.3178,0.39,1,4.6,196,14,300.1,2,0,0,84,1010,1,NAD-SFC,NoSubs
23,2,25  5,6,23,-59.9,0.566,-9,-9,-999,1022,273.2,0.4933,0.39,1,5.1,104,14,299.1,2,0,0,89,1010,1,NAD-SFC,NoSubs
23,2,25  5,6,24,-16.3,0.155,-9,-9,-999,440,20.7,0.4933,0.39,1,2.6,134,14,298.1,2,0,0,94,1010,1,NAD-SFC,Sub_CC
23,2,26  5,7,1,-999,-9,-9,-9,-999,-999,-99999,0.3022,0.39,1,3.1,61,14,298.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,2,26  5,7,2,-999,-9,-9,-9,-999,-999,-99999,0.3113,0.39,1,1,999,14,298.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,2,26  5,7,3,-4.6,0.08,-9,-9,-999,55,10.1,0.3348,0.39,1,1.5,230,14,297.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,2,26  5,7,4,-0.5,0.026,-9,-9,-999,12,3.2,0.3022,0.39,1,0.5,62,14,297.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,2,26  5,7,5,-999,-9,-9,-9,-999,-999,-99999,0.3113,0.39,1,0.5,999,14,296.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,2,26  5,7,6,-999,-9,-9,-9,-999,-999,-99999,0.3412,0.39,1,1,270,14,296.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,2,26  5,7,7,-999,-9,-9,-9,-999,-999,-99999,0.3412,0.39,0.57,2.1,293,14,296.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,2,26  5,7,8,-999,-9,-9,-9,-999,-999,-99999,0.3412,0.39,0.26,2.1,272,14,296.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,2,26  5,7,9,-999,-9,-9,-9,-999,-999,-99999,0.3412,0.39,0.17,2.1,309,14,296.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,2,26  5,7,10,-999,-9,-9,-9,-999,-999,-99999,0.3348,0.39,0.15,1.5,251,14,297.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,2,26  5,7,11,-999,-9,-9,-9,-999,-999,-99999,0.3348,0.39,0.15,2.1,250,14,298.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,2,26  5,7,12,-999,-9,-9,-9,-999,-999,-99999,0.3412,0.39,0.15,2.1,300,14,300.1,2,0,0,74,1010,99,NAD-SFC,NoSubs
23,2,26  5,7,13,-999,-9,-9,-9,-999,-999,-99999,0.3412,0.39,0.15,1.5,308,14,303.1,2,0,0,70,1010,99,NAD-SFC,NoSubs
23,2,26  5,7,14,155.9,0.602,-9,-9,-999,1122,-126.2,0.4933,0.39,0.15,4.6,121,14,304.1,2,0,0,59,1010,1,NAD-SFC,NoSubs
23,2,26  5,7,15,140.3,0.776,-9,-9,-999,1636,-299.5,0.4933,0.39,0.15,6.2,116,14,303.1,2,0,0,70,1010,3,NAD-SFC,NoSubs
23,2,26  5,7,16,112.8,0.77,-9,-9,-999,1623,-364.7,0.4933,0.39,0.15,6.2,122,14,303.1,2,0,0,75,1010,1,NAD-SFC,NoSubs
23,2,26  5,7,17,70.7,0.727,-9,-9,-999,1492,-488.8,0.3178,0.39,0.17,6.7,197,14,301.1,2,0,0,70,1010,6,NAD-SFC,NoSubs
23,2,26  5,7,18,33.4,0.554,-9,-9,-999,1025,-458.9,0.3178,0.39,0.24,5.1,184,14,302.1,2,0,0,62,1010,6,NAD-SFC,NoSubs
23,2,26  5,7,19,-9.3,0.242,-9,-9,-999,421,137.9,0.3178,0.39,0.52,2.6,203,14,300.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,2,26  5,7,20,-31.3,0.356,-9,-9,-999,511,130.4,0.2405,0.39,1,4.1,164,14,297.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,2,26  5,7,21,-39.2,0.446,-9,-9,-999,713,203,0.3178,0.39,1,4.6,195,14,296.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,2,26  5,7,22,-22.6,0.258,-9,-9,-999,344,68.1,0.3178,0.39,1,3.1,191,14,297.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,2,26  5,7,23,-28.6,0.325,-9,-9,-999,444,107.9,0.3178,0.39,1,3.6,215,14,296.1,2,0,0,73,1010,6,NAD-SFC,NoSubs
23,2,26  5,7,24,-28.6,0.325,-9,-9,-999,444,107.9,0.3178,0.39,1,3.6,194,14,296.1,2,0,0,69,1010,6,NAD-SFC,NoSubs
23,2,27  5,8,1,-13.6,0.137,-9,-9,-999,157,17.2,0.3178,0.39,1,2.6,208,14,296.1,2,0,0,69,1010,1,NAD-SFC,NoSubs
23,2,27  5,8,2,-4.5,0.079,-9,-9,-999,56,9.8,0.3113,0.39,1,1.5,999,14,295.1,2,0,0,88,1010,1,NAD-SFC,NoSubs
23,2,27  5,8,3,-33.9,0.317,-9,-9,-999,429,84.8,0.3412,0.39,1,3.6,273,14,296.1,2,0,0,83,1010,1,NAD-SFC,NoSubs
23,2,27  5,8,4,-4.6,0.08,-9,-9,-999,152,10.1,0.3348,0.39,1,1.5,252,14,295.1,2,0,0,88,1010,1,NAD-SFC,NoSubs
23,2,27  5,8,5,-4.7,0.081,-9,-9,-999,57,10.2,0.3412,0.39,1,1.5,305,14,295.1,2,0,0,88,1010,1,NAD-SFC,NoSubs
23,2,27  5,8,6,-4.7,0.081,-9,-9,-999,55,10.2,0.3412,0.39,1,1.5,274,14,295.1,2,0,0,88,1010,1,NAD-SFC,NoSubs
23,2,27  5,8,7,-30.6,0.328,-9,-9,-999,452,104.3,0.3412,0.39,0.57,3.6,303,14,294.1,2,0,0,88,1010,1,NAD-SFC,NoSubs
23,2,27  5,8,8,25.4,0.358,0.564,0.005,254,513,-162,0.3412,0.39,0.26,3.1,293,14,294.1,2,0,0,88,1010,1,NAD-SFC,NoSubs
23,2,27  5,8,9,70.5,0.379,0.932,0.005,413,560,-69.5,0.3412,0.39,0.18,3.1,305,14,294.1,2,0,0,83,1010,2,NAD-SFC,Sub_CC
23,2,27  5,8,10,107.6,0.342,1.121,0.005,472,482,-33.6,0.3412,0.39,0.15,2.6,289,14,295.1,2,0,0,83,1010,2,NAD-SFC,Sub_CC
23,2,27  5,8,11,135.4,0.35,1.567,0.006,1024,496,-28.4,0.3412,0.39,0.15,2.6,281,14,296.1,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,2,27  5,8,12,152.5,0.243,1.682,0.006,1126,294,-8.5,0.3412,0.39,0.15,1.5,299,14,297.1,2,0,0,74,1010,3,NAD-SFC,NoSubs
23,2,27  5,8,13,-999,-9,-9,-9,1127,-999,-99999,0.3412,0.39,0.15,2.6,298,14,298.1,2,0,0,69,1010,99,NAD-SFC,NoSubs
23,2,27  5,8,14,-999,-9,-9,-9,1128,-999,-99999,0.3113,0.39,0.15,0,0,14,299.1,2,0,0,65,1010,99,NAD-SFC,NoSubs
23,2,27  5,8,15,-999,-9,-9,-9,1129,-999,-99999,0.4933,0.39,0.15,4.1,115,14,300.1,2,0,0,66,1010,99,NAD-SFC,NoSubs
23,2,27  5,8,16,-999,-9,-9,-9,1130,-999,-99999,0.2405,0.39,0.15,1.5,155,14,301.1,2,0,0,58,1010,99,NAD-SFC,NoSubs
23,2,27  5,8,17,-999,-9,-9,-9,1131,-999,-99999,0.4933,0.39,0.17,4.1,106,14,302.1,2,0,0,58,1010,99,NAD-SFC,NoSubs
23,2,27  5,8,18,31.8,0.623,1.005,0.006,1150,1180,-685.1,0.4933,0.39,0.25,5.1,121,14,301.1,2,0,0,58,1010,1,NAD-SFC,NoSubs
23,2,27  5,8,19,-42.5,0.58,-9,-9,-999,1065,413.9,0.4933,0.39,0.53,5.1,118,14,301.1,2,0,0,74,1010,1,NAD-SFC,NoSubs
23,2,27  5,8,20,-59.7,0.567,-9,-9,-999,1024,274.2,0.4933,0.39,1,5.1,119,14,300.1,2,0,0,70,1010,1,NAD-SFC,NoSubs
23,2,27  5,8,21,-52.8,0.501,-9,-9,-999,856,214.6,0.4933,0.39,1,4.6,116,14,300.1,2,0,0,62,1010,1,NAD-SFC,NoSubs
23,2,27  5,8,22,-2,0.053,-9,-9,-999,560,6.6,0.3178,0.39,1,1,185,14,297.1,2,0,0,83,1010,1,NAD-SFC,NoSubs
23,2,27  5,8,23,-30.2,0.283,-9,-9,-999,367,67.9,0.4933,0.39,1,3.1,118,14,297.1,2,0,0,89,1010,1,NAD-SFC,Sub_CC
23,2,27  5,8,24,-999,-9,-9,-9,-999,-999,-99999,0.3113,0.39,1,0,0,14,296.1,2,0,0,94,1010,1,NAD-SFC,Sub_CC
23,2,28  5,9,1,-999,-9,-9,-9,-999,-999,-99999,0.3022,0.39,1,2.1,89,14,297.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,2,28  5,9,2,-999,-9,-9,-9,-999,-999,-99999,0.3412,0.39,1,1.5,279,14,296.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,2,28  5,9,3,-999,-9,-9,-9,-999,-999,-99999,0.3412,0.39,1,1.5,296,14,296.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,2,28  5,9,4,-999,-9,-9,-9,-999,-999,-99999,0.3178,0.39,1,1,187,14,296.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,2,28  5,9,5,-999,-9,-9,-9,-999,-999,-99999,0.3412,0.39,1,2.6,280,14,296.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,2,28  5,9,6,-999,-9,-9,-9,-999,-999,-99999,0.3178,0.39,1,3.6,199,14,296.1,2,0,0,89,1010,99,NAD-SFC,NoSubs
23,2,28  5,9,7,-999,-9,-9,-9,-999,-999,-99999,0.3412,0.39,0.58,1,286,14,296.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,2,28  5,9,8,-999,-9,-9,-9,-999,-999,-99999,0.3178,0.39,0.26,2.1,220,14,295.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,2,28  5,9,9,-999,-9,-9,-9,-999,-999,-99999,0.3178,0.39,0.18,2.1,207,14,295.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,2,28  5,9,10,-999,-9,-9,-9,-999,-999,-99999,0.2055,0.39,0.15,2.1,346,14,296.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,2,28  5,9,11,121.1,0.182,-9,-9,-999,187,-4.5,0.3348,0.39,0.15,1,249,14,296.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,2,28  5,9,12,136.5,0.24,-9,-9,-999,282,-9.1,0.3412,0.39,0.15,1.5,289,14,298.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,2,28  5,9,13,141.5,0.301,-9,-9,-999,395,-17.3,0.3348,0.39,0.15,2.1,260,14,298.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,2,28  5,9,14,154.1,0.188,-9,-9,-999,202,-3.9,0.3348,0.39,0.15,1,265,14,300.1,2,0,0,79,1010,3,NAD-SFC,NoSubs
23,2,28  5,9,15,138.2,0.33,-9,-9,-999,455,-23.4,0.4933,0.39,0.15,2.1,92,14,300.1,2,0,0,74,1010,3,NAD-SFC,NoSubs
23,2,28  5,9,16,112.1,0.376,-9,-9,-999,553,-42.8,0.4933,0.39,0.15,2.6,99,14,301.1,2,0,0,66,1010,3,NAD-SFC,NoSubs
23,2,28  5,9,17,76.3,0.276,-9,-9,-999,354,-24.9,0.3022,0.39,0.17,2.1,82,14,301.1,2,0,0,66,1010,3,NAD-SFC,NoSubs
23,2,28  5,9,18,31.8,0.461,-9,-9,-999,752,-277.8,0.3412,0.39,0.25,4.1,273,14,301.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,2,28  5,9,19,-26.8,0.578,-9,-9,-999,1054,650.2,0.3022,0.39,0.53,5.7,87,14,300.1,2,0,0,79,1010,6,NAD-SFC,NoSubs
23,2,28  5,9,20,-56.5,0.65,-9,-9,-999,1257,438.7,0.4933,0.39,1,5.7,90,14,300.1,2,0,0,79,1010,6,NAD-SFC,NoSubs
23,2,28  5,9,21,-56.6,0.558,-9,-9,-999,1010,275.8,0.3022,0.39,1,5.7,89,14,299.1,2,0,0,79,1010,3,NAD-SFC,NoSubs
23,2,28  5,9,22,-46,0.433,-9,-9,-999,699,159.4,0.4933,0.39,1,4.1,105,14,298.1,2,0,0,89,1010,1,NAD-SFC,NoSubs
23,2,28  5,9,23,-38.5,0.362,-9,-9,-999,528,111.5,0.4933,0.39,1,3.6,92,14,298.1,2,0,0,89,1010,1,NAD-SFC,NoSubs
23,2,28  5,9,24,-3.8,0.071,-9,-9,-999,228,8.4,0.2055,0.39,1,1.5,355,14,298.1,2,0,0,89,1010,1,NAD-SFC,NoSubs
23,3,1  6,0,1,-4.5,0.079,-9,-9,-999,68,9.8,0.3102,0.6,1,1.5,59,14,298.1,2,0,0,83,1010,1,NAD-SFC,NoSubs
23,3,1  6,0,2,-1.7,0.048,-9,-9,-999,25,5.6,0.2083,0.6,1,1,39,14,297.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,3,1  6,0,3,-0.4,0.023,-9,-9,-999,8,2.6,0.1652,0.6,1,0.5,318,14,296.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,3,1  6,0,4,-999,-9,-9,-9,-999,-999,-99999,0.2925,0.6,1,0,0,14,295.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,3,1  6,0,5,-1.6,0.045,-9,-9,-999,23,5.2,0.1652,0.6,1,1,334,14,295.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,3,1  6,0,6,-0.4,0.026,-9,-9,-999,10,3.5,0.2818,0.6,1,0.5,308,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,3,1  6,0,7,-1.6,0.052,-9,-9,-999,29,7.9,0.3095,0.6,0.62,1,195,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,3,1  6,0,8,32.8,0.668,0.68,0.008,346,1311,-820.3,0.3219,0.6,0.3,6.2,262,14,295.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,3,1  6,0,9,89.7,0.174,1.229,0.005,747,612,-5.3,0.3219,0.6,0.22,1,238,14,295.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,3,1  6,0,10,123.7,0.286,1.539,0.008,1063,375,-16.9,0.2818,0.6,0.19,2.1,274,14,296.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,3,1  6,0,11,155,0.182,1.705,0.008,1154,193,-3.5,0.2925,0.6,0.19,1,999,14,297.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,3,1  6,0,12,174.4,0.236,1.821,0.008,1250,276,-6.8,0.2818,0.6,0.19,1.5,287,14,298.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,3,1  6,0,13,181.3,0.265,1.889,0.008,1342,327,-9.2,0.1652,0.6,0.19,2.1,345,14,299.1,2,0,0,84,1010,6,NAD-SFC,NoSubs
23,3,1  6,0,14,175.9,0.211,1.884,0.007,1373,234,-4.8,0.1652,0.6,0.19,1.5,335,14,299.1,2,0,0,84,1010,6,NAD-SFC,NoSubs
23,3,1  6,0,15,158.4,0.362,1.838,0.006,1415,522,-26.9,0.2083,0.6,0.19,3.1,4,14,300.1,2,0,0,79,1010,6,NAD-SFC,NoSubs
23,3,1  6,0,16,127.9,0.485,1.736,0.006,1476,809,-80.1,0.2083,0.6,0.19,4.6,5,14,299.1,2,0,0,74,1010,6,NAD-SFC,NoSubs
23,3,1  6,0,17,87.3,0.388,1.543,0.005,1518,586,-60.1,0.2083,0.6,0.21,3.6,1,14,299.1,2,0,0,70,1010,6,NAD-SFC,NoSubs
23,3,1  6,0,18,39.9,0.394,1.193,0.005,1536,595,-138.6,0.1652,0.6,0.29,4.1,335,14,299.1,2,0,0,74,1010,3,NAD-SFC,NoSubs
23,3,1  6,0,19,-20.5,0.278,-9,-9,-999,360,94,0.1652,0.6,0.58,3.6,329,14,299.1,2,0,0,74,1010,3,NAD-SFC,NoSubs
23,3,1  6,0,20,-24.2,0.239,-9,-9,-999,281,50.6,0.3102,0.6,1,3.1,59,14,299.1,2,0,0,74,1010,3,NAD-SFC,NoSubs
23,3,1  6,0,21,-31.7,0.311,-9,-9,-999,417,85.7,0.3102,0.6,1,3.6,79,14,298.1,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,3,1  6,0,22,-38.3,0.375,-9,-9,-999,551,123.9,0.3102,0.6,1,4.1,79,14,297.1,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,3,1  6,0,23,-8,0.11,-9,-9,-999,197,15.1,0.3102,0.6,1,2.1,63,14,297.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,3,1  6,0,24,-3.7,0.079,-9,-9,-999,61,11.9,0.3102,0.6,1,1.5,70,14,297.1,2,0,0,83,1010,8,NAD-SFC,NoSubs
23,3,2  6,1,1,-3.5,0.071,-9,-9,-999,46,9.3,0.2083,0.6,1,1.5,15,14,297.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,3,2  6,1,2,-7.8,0.109,-9,-9,-999,86,14.8,0.2925,0.6,1,2.1,999,14,298.1,2,0,0,83,1010,6,NAD-SFC,NoSubs
23,3,2  6,1,3,-17.9,0.204,-9,-9,-999,221,42.7,0.1652,0.6,1,3.1,339,14,297.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,3,2  6,1,4,-6.3,0.095,-9,-9,-999,77,12,0.1652,0.6,1,2.1,320,14,297.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,3,2  6,1,5,-3.9,0.077,-9,-9,-999,51,10.4,0.2818,0.6,1,1.5,280,14,296.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,3,2  6,1,6,-28.6,0.326,-9,-9,-999,447,109.3,0.3219,0.6,1,3.6,235,14,297.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,3,2  6,1,7,-27.7,0.312,-9,-9,-999,418,98.5,0.2818,0.6,0.62,3.6,306,14,297.1,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,3,2  6,1,8,30.5,0.307,0.634,0.005,300,408,-85.1,0.1652,0.6,0.3,3.1,325,14,296.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,3,2  6,1,9,87.3,0.329,1.105,0.005,556,452,-36.7,0.1652,0.6,0.22,3.1,333,14,296.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,3,2  6,1,10,134.9,0.381,1.442,0.005,802,565,-37,0.2818,0.6,0.19,3.1,297,14,296.1,2,0,0,100,1010,1,NAD-SFC,Sub_CC
23,3,2  6,1,11,171.4,0.43,1.673,0.005,986,675,-41.7,0.1652,0.6,0.19,4.1,327,14,298.1,2,0,0,89,1010,1,NAD-SFC,NoSubs
23,3,2  6,1,12,193.6,0.565,1.839,0.007,1159,1017,-83.7,0.1652,0.6,0.19,5.7,348,14,299.1,2,0,0,79,1010,1,NAD-SFC,NoSubs
23,3,2  6,1,13,201.9,0.476,1.947,0.008,1319,795,-48,0.1652,0.6,0.19,4.6,351,14,301.1,2,0,0,70,1010,1,NAD-SFC,NoSubs
23,3,2  6,1,14,196.1,0.434,1.993,0.009,1457,688,-37.5,0.1652,0.6,0.19,4.1,356,14,302.1,2,0,0,66,1010,1,NAD-SFC,NoSubs
23,3,2  6,1,15,176.5,0.471,1.953,0.008,1523,775,-53.3,0.1652,0.6,0.19,4.6,356,14,304.1,2,0,0,55,1010,1,NAD-SFC,NoSubs
23,3,2  6,1,16,141.8,0.506,1.824,0.008,1545,862,-82.1,0.1652,0.6,0.19,5.1,348,14,304.1,2,0,0,59,1010,1,NAD-SFC,NoSubs
23,3,2  6,1,17,95.6,0.496,1.605,0.007,1560,838,-114.8,0.1652,0.6,0.21,5.1,350,14,305.1,2,0,0,59,1010,1,NAD-SFC,NoSubs
23,3,2  6,1,18,38.7,-9,-9,-9,1567,-999,-99999,0.2925,0.6,0.29,999,999,-9,304.1,2,0,0,62,1010,1,NAD,NoSubs
23,3,2  6,1,19,-34.6,0.426,-9,-9,-999,668,201.5,0.1652,0.6,0.58,5.1,333,14,303.1,2,0,0,70,1010,1,NAD-SFC,NoSubs
23,3,2  6,1,20,-30.2,0.288,-9,-9,-999,384,71.3,0.5038,0.6,1,3.1,118,14,302.1,2,0,0,74,1010,1,NAD-SFC,NoSubs
23,3,2  6,1,21,-34.8,0.331,-9,-9,-999,457,94,0.2083,0.6,1,4.1,15,14,301.1,2,0,0,70,1010,1,NAD-SFC,NoSubs
23,3,2  6,1,22,-20.5,0.195,-9,-9,-999,218,32.4,0.2083,0.6,1,3.1,24,14,300.1,2,0,0,74,1010,1,NAD-SFC,NoSubs
23,3,2  6,1,23,-25.2,0.258,-9,-9,-999,314,61.3,0.1652,0.6,1,3.6,360,14,299.1,2,0,0,79,1010,4,NAD-SFC,Sub_CC
23,3,2  6,1,24,-29.9,0.343,-9,-9,-999,482,121.4,0.2083,0.6,1,4.1,9,14,299.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,3,3  6,2,1,-23.3,0.267,-9,-9,-999,334,73.8,0.1652,0.6,1,3.6,359,14,299.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,3,3  6,2,2,-17.8,0.205,-9,-9,-999,224,43.3,0.1652,0.6,1,3.1,358,14,299.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,3,3  6,2,3,-9.7,0.117,-9,-9,-999,99,15,0.1652,0.6,1,2.6,349,14,299.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,3,3  6,2,4,-24.9,0.286,-9,-9,-999,367,84.5,0.2083,0.6,1,3.6,3,14,299.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,3,3  6,2,5,-17.8,0.205,-9,-9,-999,225,43.3,0.1652,0.6,1,3.1,335,14,299.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,3,3  6,2,6,-23.9,0.331,-9,-9,-999,457,136.7,0.1652,0.6,1,4.1,334,14,299.1,2,0,0,94,1010,8,NAD-SFC,NoSubs
23,3,3  6,2,7,-17.2,0.288,-9,-9,-999,372,125.5,0.1652,0.6,0.63,3.6,319,14,298.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,3,3  6,2,8,25.4,0.387,0.608,0.008,318,579,-206.2,0.1652,0.6,0.3,4.1,328,14,298.1,2,0,0,100,1010,8,NAD-SFC,NoSubs
23,3,3  6,2,9,87.6,0.329,1.16,0.008,642,455,-36.6,0.1652,0.6,0.22,3.1,333,14,298.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,3,3  6,2,10,135.3,0.299,1.437,0.007,790,393,-17.8,0.1652,0.6,0.19,2.6,334,14,298.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,3,3  6,2,11,155.1,0.318,1.533,0.006,837,430,-18.6,0.2083,0.6,0.19,2.6,17,14,299.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,3,3  6,2,12,174.5,0.348,1.625,0.005,888,492,-21.7,0.1652,0.6,0.19,3.1,355,14,300.1,2,0,0,84,1010,6,NAD-SFC,NoSubs
23,3,3  6,2,13,180.8,0.431,1.69,0.005,963,679,-39.9,0.1652,0.6,0.19,4.1,326,14,300.1,2,0,0,89,1010,6,NAD-SFC,NoSubs
23,3,3  6,2,14,175.8,0.512,1.781,0.005,1159,879,-68.8,0.1652,0.6,0.19,5.1,336,14,301.1,2,0,0,84,1010,6,NAD-SFC,NoSubs
